screen_name,created_at_month,created_at_day,created_at_year,country,location,friends_count,followers_count,statuses_count,favourites_count,favourited_count,dob_day,dob_year,dob_month,gender,mobile_favourites_count,mobile_favourited_count,education,experience,age,race,wage,retweeted_count,retweet_count,height
irBBkrnob,7,30,2007,USA,Oakland CA,790,57067,23013,5033,342,7,1994,2,male,0,0,14,-20,38,white,59.58755348,0,0,175
FeTxL,2,19,2009,Argentina,Argentina,79,56872,10021,0,1622,1,1991,1,male,0,0,10,-3,22,white,17.91,0,4,179
geipihtkt,3,16,2011,USA,Miami,614,56478,13518,3820,54,30,1952,4,male,0,0,11,28,24,white,20.22,1,58,174
ayMCCBndN,12,2,2010,USA,Palo Alto CA,750,56461,9511,392,1020,19,1967,1,male,0,0,16,25,42,white,6,0,2,181
GsrlDaoag,8,13,2013,USA,Mountain View CA,59174,56036,53207,1731,358,1,1971,1,male,0,0,14,0,28,white,15.54,0,2,174
BWekslimt,10,29,2012,Canada,Toronto Ontario Canada,12688,55248,1565,38,486,13,1932,9,male,0,0,14,25,28,persian,41.69,3,180,174
rmaAsaowt,4,19,2009,USA,Orlando FL,3,55119,685,21,1042,8,1971,10,female,0,0,15,7,11,mixed,34.9,0,4,168
drretovna,2,14,2014,South Africa,Johannesburg,6214,54676,1020,978,12,11,1985,5,male,0,0,11,25,36,white,104.164381,3,27,180
sy2cougk2,4,8,2009,USA,St. Louis,672,54342,62865,613,777,22,1947,11,male,0,0,16,7,31,white,9,1,23,175
cremenws,11,21,2007,USA,Houston TX,1441,54279,123598,78,1993,12,1992,10,male,0,54279,11,15,50,white,45.88,2,5,166
ChBteNCc,2,3,2009,USA,Georgia,79,53870,983,83,571,17,1998,6,male,0,0,15,0,36,white,29.7,0,24,180
ereItdRer,5,14,2010,Switzerland,Switzerland,11798,53810,19884,185,1758,5,1977,4,male,0,0,12,3,32,white,30.31,0,2,177
nraOSJudB,12,5,2008,USA,new york,527,53767,21723,121,1498,11,1957,7,female,0,0,11,31,37,white,6.5,0,22,155
aeCwrseFr,11,10,2013,USA,Palo Alto,2,53479,143203,0,32,11,1957,1,male,0,0,16,15,34,white,7,0,0,172
dTdWrhius,11,17,2011,USA,Wall Street,53609,53081,90551,0,144,12,1965,11,male,0,0,8,-1,42,native american,35.40225279,0,3,179
niseorotp,3,10,2008,Canada,Montreal,478,53079,37673,28,1860,2,1989,6,male,0,0,12,2,24,white,26.79,0,10,179
fninsiLoo,10,19,2009,USA,St. Louis MO,7529,53004,87950,27314,1115,11,1993,11,male,53004,53004,15,11,13,white,24.88092407,0,0,175
nnotiMcng,10,13,2008,Germany,Hamburg,126,52950,16449,1383,1186,26,1973,1,male,0,0,13,0,23,asian,28.17,0,4,169
tfellorkm,3,18,2008,USA,West Coast,598,52617,7183,2,1355,6,1988,1,female,0,0,13,0,29,white,14.21562496,0,3,161
nsAeiaTen,10,22,2009,USA,Scottsdale AZ,346,52252,14375,152,716,31,1976,1,male,0,0,17,0,49,white,15.53,1,11,173
ligOhDiot,6,19,2009,Finland,Finland,16391,52038,14920,8781,1007,6,1964,1,female,39127,0,11,0,49,white,19.11,6,85,160
neigazzer,4,21,2009,USA,DC,2398,51919,3894,308,1182,1,1987,1,female,0,39037,8,9,38,white,23.32,1,1,160
cnryae,3,21,2007,USA,West Coast,4925,50437,44840,756,1798,4,1998,6,male,0,0,13,0,30,latino,79.19407514,0,1,166
pvnycae,1,23,2009,USA,Hawaii,458,50236,33350,47,909,8,1982,7,male,0,0,12,1,34,white,34.65,0,1,184
amoeatieN,10,23,2014,USA,Sacramento CA,18276,50180,11872,2,234,6,1994,7,female,0,0,15,26,23,white,11.43,1,4,160
PohiRLisr,5,9,2010,USA,Wisconsin,43908,50106,18422,748,1148,8,1950,3,male,0,0,12,30,0,asian,14.74,0,0,170
lsvelEanK,5,16,2008,USA,Wisconsin,840,49949,20091,4415,1349,17,1986,4,male,0,49949,12,0,30,white,14.88,0,8,177
RaanltFu,11,8,2013,USA,United States,49875,49913,9080,19158,80,4,1961,3,male,0,0,12,5,33,persian,22.59,1,2,186
setIidnet,10,22,2009,USA,Las Vegas Nevada,737,49679,28015,3,1360,23,1959,3,female,0,0,10,0,48,white,15.45,2,25,161
eaSrtNkiw,12,18,2007,USA,Palo Alto,26030,49516,49780,12034,1778,8,1991,8,male,0,0,11,23,60,white,8.5,1,207,174
szuBBrlna,10,10,2008,USA,South Carolina,30273,49219,16782,1033,904,16,1974,4,female,0,0,13,0,43,asian,14.19,0,1,160
sn7uB2r7,10,20,2011,Mexico,Ciudad de M??xico,13921,49113,7712,590,317,1,1990,10,male,0,0,13,0,18,latino,16.35,0,1,172
yS0tf4r0,3,7,2012,South Africa,South Africa,58,48784,2360,20,2,14,1972,7,female,0,0,8,15,35,asian,9,1,1,159
aoycsm,2,1,2010,USA,United States of America,305,48520,26875,123,2899,23,1985,7,male,0,0,15,26,45,arab,21.71,0,5,179
pmnriadca,9,11,2008,USA,Alaska,2103,48422,28002,7275,2001,2,1978,5,male,0,0,13,10,35,white,12.91,0,1,182
zzzrnfoia,9,15,2012,Japan,Tokyo,1005,48204,79997,1228,6,29,1954,8,female,0,0,17,28,29,white,38.66,0,16,171
ekrshajcf,1,15,2008,USA,Massachusetts,691,48163,23051,765,2276,1,1990,1,male,0,48163,9,0,37,white,101.3475265,0,7,184
si7ritaat,5,10,2012,Canada,Toronto Ontario,35839,48135,64407,146,120,20,1963,11,female,36192,36192,10,0,42,white,20.44,0,1,164
eunjil,10,24,2006,USA,Pittsburgh,1886,47909,22066,2920,2648,1,2000,1,male,0,0,11,15,34,white,36.05,1,4,164
AotipeOtn,8,31,2009,USA,New York USA,5454,47251,2564,3,219,10,1978,11,male,0,0,13,0,22,white,26.44,0,13,177
khsraloeh,1,21,2009,Germany,Hamburg,13176,47246,21378,337,905,7,1988,7,female,0,0,11,15,35,white,10.87,0,0,159
speal,2,6,2009,USA,SF,17086,46773,48618,7775,218,1,1900,6,female,0,0,15,0,17,white,15.21,1,9,156
tmaparlho,2,6,2008,USA,Birmingham AL,369,46706,10082,3,1392,11,1990,6,female,0,0,9,19,35,white,17.24,0,43,158
dWrNCCoBl,2,2,2009,Canada,Vancouver,684,46498,68829,11,1633,10,1997,11,male,0,0,14,5,51,white,14.16,0,1,182
tknmmhc,7,30,2010,USA,Seattle,192,46200,1750,206,30,3,1993,4,male,0,0,11,16,31,white,12.18,2,52,168
baDinBba,10,31,2008,USA,San Francisco CA,45042,45192,18485,52,363,18,1970,2,male,45192,0,12,13,28,pacific islander,28.84,0,0,166
yMnvsCItn,3,29,2007,USA,Silicon Valley,39,45094,17747,245,1236,1,1997,1,male,0,0,10,24,46,white,26.29,3,29,180
ghiaonUCc,5,1,2009,USA,Chicago Illinois,527,45021,18897,510,401,29,1991,10,female,0,0,18,21,41,white,16.99,0,1,159
baolwhagd,8,7,2008,USA,Baltimore MD,284,44860,20487,729,2801,13,1981,7,male,0,0,11,29,37,white,13.82,0,0,175
alYScdoai,12,14,2009,USA,Cambridge MA,35445,44768,29575,1826,1157,6,1990,12,male,0,0,9,0,43,white,16.01,1,30,177
bsekstine,4,3,2009,USA,Omaha NE,326,44125,16823,60,1817,13,1951,4,male,0,0,10,0,45,white,16.36,0,27,179
urnrcboeo,10,23,2009,USA,East Coast,101,44023,2962,173,344,8,1994,9,female,0,0,11,-7,20,white,29.94,0,0,158
vSJiWLe,4,1,2009,Nigeria,Lagos Nigeria,344,43976,45591,18,1111,27,1958,7,female,0,33065,14,11,32,white,29.97,0,1,164
rohaoreas,5,15,2009,Nigeria,Lagos Nigeria,2078,43957,5180,2,738,4,1992,6,male,0,0,15,7,47,white,5,0,3,183
cailagnlm,11,5,2007,USA,Pittsburgh PA,9833,43864,2281,376,85,13,1992,4,male,0,0,8,5,20,white,9.5,1,101,178
aimrzbaz,9,25,2009,England,london,4604,43474,3282,444,55,6,1926,8,male,0,0,8,24,41,white,15.26,2,66,190
irtcva4nn,3,22,2013,USA,Atlanta GA,23396,43464,32354,10,472,1,1994,2,male,0,0,9,0,32,asian,30.83,1,1,179
elax,7,10,2007,USA,Tampa FL,6022,43215,112658,14682,1848,2,1995,7,male,0,0,13,0,23,latino,11.79,0,3,181
cltskrcst,10,14,2008,USA,Dallas Texas,46,42728,111051,5,1709,13,1973,3,male,0,0,14,0,25,white,8.5,0,0,169
orodLridn,6,28,2013,USA,Phoenix Arizona,15,42716,107,15,48,11,1972,3,female,32118,0,10,0,42,white,10.97848187,0,24,165
iesarulWt,6,26,2014,Japan,Tokyo Japan,4477,42689,10490,4,49,6,1959,10,female,0,0,14,0,16,white,25.13,15,45,167
aznnieBg,6,2,2009,Canada,Toronto,1313,42559,77674,1696,1487,15,1982,6,male,0,0,17,24,50,white,18.24,8,206,180
ynWsCatAu,6,24,2009,USA,Texas,435,42474,8610,5,6,13,1994,6,female,0,31936,13,21,42,white,8,0,0,168
ePseorlsP,11,29,2011,USA,SF,132,41971,1041,37,24,15,1984,3,male,0,0,13,0,30,white,23.7,0,0,179
imetyusrm,5,13,2009,Mexico,Mexico City,565,41956,8259,132,975,25,1992,12,male,0,0,9,18,39,persian,38.32,0,2,177
ivunhetsd,2,15,2009,USA,Alexandria VA,824,41804,21847,562,1052,27,1993,5,female,0,0,17,9,30,white,19.49,0,0,161
tccFirieB,12,21,2008,USA,Virginia,465,41779,15674,7,1290,10,1947,5,male,0,0,9,2,36,white,27.38,0,21,178
eahctusal,4,9,2009,Kenya,Nairobi Kenya,3343,41691,10158,344,907,10,1990,11,male,0,0,15,15,20,white,21.33,0,4,166
raal,12,7,2006,India,Gurgaon,8075,41615,106877,65242,2182,22,2000,9,female,0,0,13,25,31,white,13.08221923,1,5,160
eCABiNLsv,10,3,2011,Belgium,Belgium,186,41505,8207,5,1252,6,1992,10,female,31207,0,9,18,46,white,19.26,0,1,162
lNeCiLaeC,4,12,2013,USA,St. Louis,1324,41308,5214,2041,641,1,1961,10,male,0,0,13,3,22,white,35.61,0,4,170
7ha0ctsk0,3,1,2010,USA,Sacramento,43767,41212,6921,6,292,1,1983,1,male,0,41212,19,0,23,white,15.47,0,0,172
etnegeymo,8,13,2009,Turkey,Istanbul,36,41173,80652,2,1750,1,1988,1,male,0,0,16,0,53,white,89.51225079,0,0,179
rd1We,6,26,2009,USA,NASDAQ,109,41170,1339,8,5,7,1956,4,male,0,0,11,0,19,white,17.1,1,133,179
BYPT1RNUS,12,30,2011,USA,San Jose,1700,40935,23986,1277,64,23,1996,1,male,0,0,13,14,6,mixed,25.14,0,1,182
aarneptrD,3,22,2009,USA,Minnesota,9159,40886,124635,5806,1518,22,1975,6,male,0,0,15,0,40,latino,20.06,1,26,173
eovetlerd,3,8,2011,USA,Silicon Valley,300,40858,2289,1704,20,30,1922,8,male,0,0,12,0,38,white,7.5,0,0,178
meaPierhr,12,21,2008,USA,Austin,468,40748,17350,13,1223,5,1947,6,male,0,0,15,40,25,white,23.95,0,38,167
os0s,1,3,2014,Mexico,Mexico City,8324,40608,7384,1224,36,8,1947,1,male,0,0,12,0,45,white,22.65,0,0,173
tDctLrsoo,5,20,2009,USA,MA,45255,40600,9077,13,291,15,1989,9,male,0,0,12,21,38,persian,16.53,0,2,169
heiMcuhlg,12,25,2008,Canada,Montreal Canada,414,40395,134700,2,1564,14,1939,12,male,0,0,12,0,46,persian,32.89,2,13,179
ireutdefn,1,5,2010,USA,West Coast,290,40030,42325,1228,1351,7,1979,11,male,0,0,13,0,42,latino,8.5,4,79,185
yBalrnBli,1,22,2009,Netherlands,The Netherlands,443,40006,9590,1209,574,21,2000,5,female,0,0,12,0,32,white,7.5,1,3,162
ytLivhasM,2,4,2007,USA,Omaha NE,5674,39969,124711,17212,2416,8,1999,3,male,0,0,10,0,46,white,12.79,0,7,163
3Za1coid,7,21,2011,USA,Indianapolis Indiana,29912,39884,11604,2856,51,4,1994,8,female,0,0,12,0,29,white,17.13,1,29,157
nEnrBacdi,10,19,2007,USA,Delaware,616,39652,26731,3348,2405,14,1992,1,male,0,0,14,0,20,white,96.46993286,0,12,179
treeruiyj,1,16,2007,USA,SF CA,3496,39595,145391,1161,2418,1,1999,1,male,0,0,11,15,36,white,20.78,0,4,175
iroFGa,5,27,2007,Finland,Finland,260,39588,114201,485,1968,1,1995,1,male,0,39588,13,0,39,white,34.83,1,4,177
FrrextnFi,2,10,2012,Kenya,Nairobi,403,39555,7382,84,363,1,1994,8,male,0,0,9,32,33,white,14.87,1,6,169
airratntt,3,21,2014,USA,NYC,49,39120,603,5,2,3,1989,7,male,0,0,12,0,28,white,20.11,0,0,178
anrnkcy,4,16,2009,USA,San Diego California,85,39054,6907,1474,1083,16,1905,11,male,0,0,12,12,37,white,12.53,1,3,165
nenarDgaZ,6,22,2009,European Union,Europe,3,38899,9946,166,934,7,1950,12,male,0,38899,11,29,38,white,19.07,0,5,176
seyyeddwd,11,11,2011,USA,Orange County CA,30934,38865,4793,611,242,21,1949,6,male,0,0,16,0,33,white,38.39,1,1,180
rcScimaua,3,15,2009,USA,Minnesota,1004,38315,7738,319,659,29,1981,8,female,0,0,13,0,24,white,5.5,0,0,156
nzizaoaBu,1,14,2010,USA,Minneapolis MN,1243,38283,69343,1585,1079,23,1968,9,male,0,0,13,0,29,white,24.36,21,273,173
latsWJsul,1,27,2012,Canada,Montreal,9940,38247,80273,6229,738,11,1994,2,male,38247,0,13,0,29,white,13.73,14,131,180
aypmtmalr,4,24,2007,USA,San Antonio Texas,43,38023,1627,3,12,14,1996,3,male,0,0,12,33,49,white,23.8,0,0,186
eB10t4Twe,11,23,2008,USA,United States of America,23755,37821,250230,77,550,10,1964,5,female,0,0,14,0,27,latino,13.94,1,8,170
etdbot,1,14,2008,Spain,Madrid,1342,37586,96808,2952,2225,1,1990,1,male,0,0,13,16,41,white,19.17,0,1,172
cNpteCBra,3,9,2011,USA,Cleveland Ohio,309,37317,3621,141,558,22,1990,11,male,0,0,16,-1,42,white,20.52,0,3,175
desaetusp,3,9,2009,USA,MA,1572,37212,27657,7489,889,8,1985,10,male,0,0,9,22,19,white,17.16,5,25,181
TYOO,3,4,2008,India,Pune India,240,37113,1817,2936,153,13,1989,2,male,0,0,14,0,19,white,36.33,0,3,186
vscjzi,9,1,2009,USA,Columbus Ohio,944,37099,19673,1817,583,26,1978,4,male,0,0,14,0,0,latino,45.69,0,0,173
Siehldtpp,7,22,2009,USA,Englewood Cliffs NJ,575,36970,115233,2449,1090,14,1961,7,female,0,0,11,0,28,white,7,1,1,157
anlCmLaiz,2,12,2009,Canada,Toronto Ontario Canada,236,36967,12617,21,1088,3,1994,10,male,0,36967,9,9,19,white,21.1,0,1,188
eieiLdnak,3,5,2009,Earth,The World,23098,36863,79127,2954,1125,10,1985,11,male,0,0,18,24,26,white,23.13,0,55,180
saingWhem,2,18,2009,Japan,Japan,27167,36811,172148,394,379,1,1992,6,female,0,0,15,20,22,white,30.37,1,9,165
uLsoiereg,4,27,2009,USA,San Diego California,32911,36604,11364,226,351,11,1991,1,male,36604,0,15,27,35,white,27.86,1,2,180
vkinBseaw,1,28,2008,USA,DC,3079,36531,17519,51,1105,1,2000,3,male,0,0,13,0,18,white,13.53,1,3,180
iLetsWoBs,7,25,2013,USA,Tampa FL,33880,36409,56600,1210,155,2,1996,2,male,0,36409,10,16,39,white,55.11677455,7,11,172
loymJrarC,10,16,2008,Hong Kong,Hong Kong,14822,36236,13804,492,120,16,1973,8,male,0,0,15,10,40,white,43.34,0,19,177
WlKauiPHm,11,21,2010,USA,Alabama,262,36076,7762,1517,216,14,1957,6,female,0,0,8,28,28,white,21.07,1,7,162
nbuii,4,5,2007,USA,Cleveland OH  San Diego CA,1717,36062,103204,120,1870,2,1997,6,male,0,0,12,0,34,white,13.34,0,3,180
BWuteLiyt,2,3,2010,USA,Wisconsin,848,36020,5549,1202,925,1,1986,6,male,0,0,16,0,49,asian,5,0,1,183
OOXROBFTS,1,19,2012,USA,TX,33772,35970,70371,10997,688,13,1964,4,male,0,0,12,0,31,latino,37.87,1,28,175
dhamasnar,9,1,2009,USA,Ohio,2704,35944,16807,33,100,31,1978,7,male,0,0,11,1,48,white,11.5,8,227,173
yopcypnns,9,9,2010,USA,Tampa Florida,38988,35896,4168,1,212,11,1981,4,male,0,35896,7,0,43,white,15.92,0,0,180
etrePGreu,4,23,2009,USA,Virginia USA,295,35720,6549,7,1371,11,1959,12,male,0,0,13,21,25,white,27.36,0,1,171
eSFttac,11,18,2008,USA,Northern California,126,35613,7339,2,874,18,1966,5,male,0,0,15,27,38,white,13.71,0,6,168
iBmirnTOe,2,13,2009,Australia,Australia,988,35360,19607,23,2154,4,1992,12,male,0,0,10,34,40,latino,20.21069769,0,8,163
FasReluul,6,25,2012,Canada,Toronto ON,17028,35348,42938,384,540,6,1972,10,female,0,0,10,0,24,white,16.64,0,0,164
hooaIcYn,4,10,2009,Argentina,Buenos Aires Argentina,590,35176,1200,116,323,5,1989,1,male,0,0,13,11,17,persian,19.63,0,4,180
LzeaSyunu,1,22,2011,USA,New Jersey,29815,35126,10717,5503,585,1,1984,1,male,0,35126,9,38,13,white,26.49,0,4,184
hocToheaY,4,16,2013,USA,Santa Barbara CA,435,34928,15768,222,1377,5,1966,3,male,0,0,12,0,23,white,59.0686209,1,9,176
caLwCassi,2,21,2014,USA,Pasadena CA,12960,34814,4491,47,91,1,1993,1,male,0,0,14,0,54,white,25.56,0,0,185
tiSStsaUe,6,26,2012,USA,Phoenix Arizona,27824,34777,87921,7060,240,1,2000,4,male,0,0,12,25,0,white,12.42,6,48,173
cSkrahrPe,9,21,2013,USA,Columbus Ohio,864,34766,16804,351,41,2,1993,6,female,0,0,12,0,48,hispanic,8,3,73,159
tnnlZiFoy,6,11,2009,USA,Indianapolis Indiana,30220,33988,5344,1652,243,4,1975,2,male,0,33988,13,0,29,mixed,29.71,1,44,168
ogWrreMan,12,22,2009,France,France,250,33718,2571,242,21,21,1988,9,female,0,0,16,5,27,white,15.69,1,21,155
OiptwanHs,7,30,2009,USA,Idaho,210,33639,56625,30,1488,4,1997,4,male,0,0,10,29,41,indian,17.36881931,1,100,178
isnFMsasA,4,7,2009,Brazil,Brasil,435,33408,6306,3575,760,28,1986,3,male,0,33408,10,31,51,white,9.5,0,1,175
TADYO,11,10,2013,USA,Miami,1561,33250,21813,4034,125,4,1968,4,female,0,0,11,42,47,white,7.5,5,44,168
ratueridl,9,14,2010,USA,Pasadena CA,24738,33130,795,19,175,12,1979,7,male,0,33130,11,38,27,white,21.68720334,0,0,182
3eTRDogd,1,5,2012,USA,Bakersfield,335,32271,54386,2132,1076,25,1990,12,male,0,0,14,-4,45,white,30.04,6,36,183
iteadrsee,6,29,2009,USA,Orange County CA,307,32097,69728,22045,1256,25,1988,1,male,0,0,12,13,32,white,13.97,2,18,174
ianaAaidr,11,24,2011,USA,Sarasota Florida,501,32072,4280,714,28,10,1989,10,female,0,0,17,6,40,white,27.06,0,1,167
anTiTeind,10,8,2009,USA,Tampa,24128,31977,32953,5253,554,27,1974,3,female,0,0,13,28,32,white,12.09327315,0,83,160
TeCVFh,9,28,2008,Japan,Tokyo Japan,30600,31967,24389,98,333,26,1976,6,female,0,0,16,20,53,white,39.97,1,2,163
itdfirgre,10,22,2013,India,Bangalore India,31045,31965,2254,103,259,13,1984,5,male,0,0,14,0,51,white,33.66,0,1,181
sm,2,28,2009,Canada,Vancouver BC,907,31845,26178,39043,607,1,1988,1,male,0,0,11,0,38,white,15.6,0,10,177
NBN,1,28,2010,USA,Delaware,59,31492,38327,289,755,20,1959,7,male,0,0,14,11,50,white,22.36,4,9,178
caraednrs,3,1,2008,USA,Wyoming,11912,31492,17835,7921,1814,1,1989,1,male,0,0,14,17,65,latino,13.04,1,7,171
MfafckJee,3,14,2009,Canada,Vancouver BC Canada,452,31399,15704,945,642,14,1981,1,female,0,23609,12,19,42,white,11.38838466,1,15,158
rbkeejir,9,21,2008,USA,Bakersfield,16041,30947,7257,239,794,6,1977,9,male,0,0,9,9,44,white,89.8072746,0,1,182
nprccntma,2,6,2009,USA,Rochester NY,2712,30945,10729,325,426,26,1996,7,female,0,0,14,35,14,latino,12.51,0,3,165
briETranv,8,5,2009,USA,Raleigh NC,1094,30915,38780,589,75,13,1992,1,male,0,0,6,0,37,white,21.75,0,0,181
uaplbsr4t,3,7,2012,USA,Jacksonville Florida,17664,30828,51274,12637,274,17,1956,4,female,0,0,11,20,30,white,11.9,2,31,158
adrOiFTse,3,1,2011,USA,Richmond VA,26428,30737,15810,727,225,28,1971,8,male,0,0,16,14,36,white,27.36,0,1,176
uieoarniv,12,31,2008,USA,San Jose California,302,30677,12326,30,799,21,1990,3,female,0,0,13,40,22,asian,17.42,1,172,158
nenCtsvfd,11,4,2009,USA,NY,20434,30611,11628,57,456,24,1990,7,female,0,0,15,9,25,white,11.93,0,1,164
vpcg,4,14,2009,Brazil,Brazil,972,30592,6562,2293,730,1,1968,1,female,0,0,11,17,34,white,31.16,0,7,162
adeiRPs,11,22,2008,India,Delhi,28970,30561,148669,66991,925,30,1965,10,male,0,0,14,0,63,asian,22.75,1,3,179
CaarthsrM,2,4,2012,USA,Kansas City MO,1077,30516,8183,101,223,11,1905,12,male,0,0,14,0,0,latino,30.83,0,0,179
nmaiTeTSo,3,24,2011,Nigeria,Lagos Nigeria,1114,30303,14203,2611,102,26,1953,2,male,0,0,11,23,29,white,28.39,1,10,189
rGeiryedr,5,9,2009,USA,Cincinnati OH,15898,30298,217805,18262,1301,1,1996,1,female,0,0,11,11,50,latino,5,1,2,162
irevypind,2,9,2015,USA,Madison Wisconsin,1196,30250,20409,7,150,7,1978,8,male,0,30250,13,2,26,white,14.01832201,3,36,168
eo1erneuc,6,10,2010,USA,Denver Colorado,18838,30111,80817,7428,89,8,1993,10,male,0,0,10,4,37,white,17.16,1,1,182
rcokeoutk,8,18,2008,USA,Cleveland OH  San Diego CA,16441,29946,19853,6,918,7,1980,3,male,0,0,14,10,31,white,23.64,0,0,165
TsuSderie,1,29,2009,USA,nyc,582,29919,41572,613,978,1,2000,1,male,0,0,15,0,58,white,42.31,2,22,185
haerowkcl,8,3,2009,USA,Stockton,508,29899,3961,387,772,1,1994,1,female,0,0,12,5,54,white,28.4,0,6,164
1700KNX,12,15,2008,USA,Boston,2421,29805,57556,373,1200,4,1952,10,male,0,0,14,-32,51,white,18.27,2,3,174
kfonmori,4,29,2008,Argentina,Buenos Aires Argentina,2708,29648,16311,61,1739,29,1987,3,male,0,0,14,-9,35,white,43.12,0,1,175
iSroigWwr,7,24,2014,India,Chennai India,1556,29540,4565,182,74,13,1995,5,male,0,0,11,0,56,white,17.83,0,0,178
ottcasrey,11,23,2014,USA,Minneapolis MN,1576,29480,2411,266,27,13,1992,9,female,0,0,15,0,55,native american,34.8,1,5,155
dHraeawTk,4,15,2009,Germany,Hamburg,38,29302,2624,1,631,1,1980,1,female,0,22032,14,29,32,white,12.99,0,10,162
uosmykas,4,3,2009,India,Delhi,4634,29287,90806,1123,96,6,1950,6,female,0,0,12,7,42,white,10.22,0,0,169
inmefdkar,3,9,2009,USA,Northern California,17734,29217,23351,1933,1380,10,1985,10,male,0,0,14,18,35,indian,9.5,0,1,176
etdrMieaL,1,1,2009,USA,Missouri,1193,29147,570,34,45,14,1987,2,male,0,0,13,42,35,white,28.33,0,1,183
daaridTrl,12,1,2008,USA,Memphis TN,6,29136,57751,3,971,1,1960,2,female,0,0,13,0,31,white,11.99,0,1,162
arnNYkehe,6,26,2011,USA,Philly,1954,29073,90,0,25,28,1960,11,male,0,0,11,35,53,white,7,3,4,182
aoroanlra,2,3,2009,Germany,Germany,910,29060,11699,1706,303,1,2000,11,female,0,0,11,24,46,white,6.5,1,15,164
ousinokml,9,2,2010,USA,USA,21340,29008,7602,15026,51,2,1983,3,female,0,0,11,31,31,white,10.27,1,1,165
yeTehallR,6,11,2008,USA,San Jose,1406,28922,65489,2349,920,6,1985,9,female,0,0,12,14,48,hispanic,24.88,2,8,167
EtltToilS,10,22,2008,Ireland,Ireland,1578,28749,30964,1658,744,23,1972,4,female,0,21616,10,-10,23,white,12.99,1,1,162
mofaebasr,5,12,2009,USA,San Francisco CA,5448,28645,282509,35377,1159,7,1994,4,female,21538,0,16,25,26,white,9,0,14,163
teesdarwr,1,21,2010,USA,Nashville TN,19114,28577,17186,2211,185,15,1953,9,female,0,0,11,0,46,white,26.62,0,5,168
ehiTgmPBz,3,13,2009,Canada,Vancouver BC,980,28565,27632,845,627,20,1982,9,female,0,0,13,0,24,latino,13.25,0,3,159
TpBoCCNti,1,28,2009,USA,Orlando Florida,317,28545,140445,54,1291,17,1991,8,female,0,0,11,17,32,white,34.94,0,13,167
DPA,2,3,2009,USA,New York New York,2125,28303,10596,2370,605,4,1997,1,male,0,0,12,15,40,white,22.37,0,2,180
OarSOcS,2,17,2012,USA,Minnesota,11339,28249,86891,15138,339,13,1995,6,female,0,0,13,22,37,white,24.46,1,9,162
lWaraetyT,5,3,2010,Canada,Montreal,5324,28121,6460,5609,12,11,1961,7,female,0,0,11,0,18,white,8.5,1,2,163
eeigas,6,28,2007,Scotland,Scotland,426,28115,67908,73,1112,6,1995,6,male,0,0,3,0,26,white,14.17,0,8,175
ptheeacrc,10,23,2014,USA,Cincinnati,31578,28106,127684,11072,556,30,1992,10,male,0,0,16,18,53,white,19.23,2,8,170
eKorBrkiD,3,23,2012,India,Hyderabad,26758,28003,35218,45221,1417,17,1994,5,male,0,28003,13,0,45,white,44.67,0,3,179
oderrgTaL,12,9,2008,USA,South Carolina,9311,27960,23081,211,630,17,1956,5,female,0,0,12,20,48,asian,11.44536637,0,0,160
MhRAP,2,23,2010,USA,Denver,5617,27937,8827,375,649,17,2000,1,male,0,0,11,0,30,white,20.97,0,5,172
etzwkbido,3,12,2007,USA,Detroit,7537,27710,14500,2745,2662,11,1998,1,male,0,0,12,18,44,white,23.75,0,1,180
wnrsssAhe,2,13,2014,Argentina,Argentina,9887,27668,5839,3196,84,13,1982,10,male,0,0,12,7,48,indian,14.56,4,12,168
eyMoTjor,3,6,2009,USA,Detroit,553,27668,4719,694,7,24,1986,10,male,0,0,11,0,48,white,37.86162648,1,17,178
awrztjs,8,27,2008,USA,Tennessee,5475,27636,60663,9413,1142,10,1980,10,female,0,0,15,0,31,white,10.24,1,1,157
omdeeb,8,17,2007,USA,California,1853,27557,65049,32,459,6,1994,7,female,0,0,11,0,31,white,24.51,0,8,163
aeSWhJdr,4,1,2009,European Union,Europe,26,27404,13594,16,953,2,1958,5,male,0,0,14,39,39,white,77.06559355,4,10,183
oMIrHJaLc,6,7,2010,USA,New Jersey,1889,27386,10067,850,54,5,1972,3,male,0,0,13,37,30,white,30.62,0,0,180
rresdrtph,5,28,2009,USA,Orange County CA,26378,27335,54881,317,411,8,1985,2,male,0,0,19,15,29,white,12.35,3,9,179
eSfdaynrD,2,10,2013,Hong Kong,Hong Kong,184,27207,3727,10,2,8,1979,6,female,0,0,12,15,33,white,21.63,0,1,161
eejasosrp,3,28,2011,USA,Houston Texas,1787,27161,2136,0,37,20,1962,10,male,0,0,10,7,45,white,20.79,1,8,174
eocksrnij,3,7,2007,Switzerland,Zurich Switzerland,896,26931,62582,2528,953,11,1999,10,female,0,0,14,20,36,white,19.49,2,21,168
dny,1,31,2008,USA,New Jersey,779,26895,4720,305,885,3,1990,4,female,0,0,9,0,57,white,16.82,1,4,163
croaeBatn,6,5,2009,USA,Bay Area,91,26780,37493,48,43,1,1980,3,female,20136,0,13,8,15,white,8,0,9,168
eTpotMrSp,1,28,2009,Chile,Chile,276,26780,68389,71,885,28,1992,12,female,0,0,8,0,40,asian,30.04,1,1,164
